time,pdr,latency,vehicle_count
100,732.183908045977,20,191
200,1241.41592920354,20,322
300,1722.5384615384617,20,404
400,1996.516393442623,20,438
500,2170.7340324118204,20,467
600,2286.243611584327,20,430
700,2329.3815049647087,20,431
800,2346.3222325967427,20,425
900,2389.182104159385,20,463
1000,2417.8019059521953,20,461
